time [s],voltage [V],current [...],temperature_A [K],temperature_B [K]
0.0,4.42642,+4.35418E-03NADC,294,294
0.653986930847168,4.426545,+4.35429E-03NADC,294,294
1.6749210357666016,4.426656,+4.35441E-03NADC,294,294
2.6923718452453613,4.426723,+4.35447E-03NADC,294,294
3.3152647018432617,4.426784,+4.35452E-03NADC,294,294
3.9346392154693604,4.426842,+4.35459E-03NADC,294,294
4.555174350738525,4.426906,+4.35464E-03NADC,294,294
5.175947427749634,4.426958,+4.35469E-03NADC,294,294
5.79565954208374,4.427011,+4.35473E-03NADC,294,294
6.415706634521484,4.427054,+4.35479E-03NADC,294,294
7.0353615283966064,4.427101,+4.35483E-03NADC,294,294
7.653561353683472,4.427139,+4.35488E-03NADC,294,294
8.25140929222107,4.427188,+4.35492E-03NADC,294,294
8.85081696510315,4.427232,+4.35496E-03NADC,294,294
9.451091766357422,4.427272,+4.35501E-03NADC,294,294
