time [s],voltage [V],current [...],temperature_A [K],temperature_B [K]
0.0,4.431745,+0.437950E-03NADC,294,294
0.9387247562408447,4.431788,+0.437953E-03NADC,294,294
1.958343744277954,4.431829,+0.437959E-03NADC,294,294
2.9797956943511963,4.431847,+0.437961E-03NADC,294,294
3.6001594066619873,4.431876,+0.437964E-03NADC,294,294
4.219842195510864,4.431899,+0.437965E-03NADC,294,294
4.8409693241119385,4.431899,+0.437966E-03NADC,294,294
5.4608070850372314,4.431937,+0.437969E-03NADC,294,294
6.080846548080444,4.431977,+0.437974E-03NADC,294,294
7.061035633087158,4.432007,+0.437976E-03NADC,294,294
7.661877393722534,4.432027,+0.437978E-03NADC,294,294
8.281611919403076,4.432056,+0.437980E-03NADC,294,294
8.901533365249634,4.432062,+0.437982E-03NADC,294,294
9.52249526977539,4.432076,+0.437984E-03NADC,294,294
