time [s],voltage [V],current [...],temperature_A [K],temperature_B [K]
0.0,4.194651,+0.0002E-06NADC,294,294
1.464522123336792,4.194651,+0.0002E-06NADC,294,294
2.466135025024414,4.194648,+0.0002E-06NADC,294,294
3.5065088272094727,4.194651,+0.0000E-06NADC,294,294
4.509596824645996,4.194651,+0.0003E-06NADC,294,294
5.148711681365967,4.194651,+0.0001E-06NADC,294,294
5.7690417766571045,4.194654,-0.0009E-06NADC,294,294
6.390042066574097,4.194651,-0.0003E-06NADC,294,294
7.028891086578369,4.194648,-0.0003E-06NADC,294,294
7.649834632873535,4.194663,+0.0005E-06NADC,294,294
8.589076280593872,4.194651,+0.0003E-06NADC,294,294
9.60791015625,4.194654,+0.0000E-06NADC,294,294
