time [s],voltage [V],current [...],temperature_A [K],temperature_B [K]
0.0,4.193046,+0.414376E-03NADC,294,294
0.5940637588500977,4.193057,+0.414376E-03NADC,294,294
1.2738378047943115,4.193078,+0.414379E-03NADC,294,294
2.2955877780914307,4.193089,+0.414380E-03NADC,294,294
2.9157819747924805,4.193095,+0.414381E-03NADC,294,294
3.5355300903320312,4.19311,+0.414380E-03NADC,294,294
4.156510829925537,4.193107,+0.414382E-03NADC,294,294
4.776326417922974,4.193119,+0.414384E-03NADC,294,294
5.3966686725616455,4.193133,+0.414385E-03NADC,294,294
6.377309799194336,4.193139,+0.414385E-03NADC,294,294
7.398583889007568,4.193148,+0.414386E-03NADC,294,294
8.017697095870972,4.193153,+0.414385E-03NADC,294,294
8.638484477996826,4.193156,+0.414386E-03NADC,294,294
9.259480714797974,4.193168,+0.414386E-03NADC,294,294
9.87967038154602,4.193171,+0.414387E-03NADC,294,294
