time [s],voltage [V],current [...],temperature_A [K],temperature_B [K]
0.0,4.152049,+4.08690E-03NADC,294,294
0.6477558612823486,4.152043,+4.08689E-03NADC,294,294
1.6686882972717285,4.152046,+4.08688E-03NADC,294,294
2.6689939498901367,4.152037,+4.08689E-03NADC,294,294
3.2888290882110596,4.152037,+4.08688E-03NADC,294,294
3.9087696075439453,4.15204,+4.08688E-03NADC,294,294
4.5295984745025635,4.152037,+4.08688E-03NADC,294,294
5.129049301147461,4.152035,+4.08689E-03NADC,294,294
5.729443788528442,4.15204,+4.08689E-03NADC,294,294
6.349987983703613,4.152046,+4.08687E-03NADC,294,294
6.950618505477905,4.152035,+4.08688E-03NADC,294,294
7.553263902664185,4.152029,+4.08687E-03NADC,294,294
8.173166990280151,4.152035,+4.08687E-03NADC,294,294
8.7927725315094,4.152032,+4.08687E-03NADC,294,294
9.433885097503662,4.152029,+4.08686E-03NADC,294,294
