time [s],voltage [V],current [...],temperature_A [K],temperature_B [K]
0.0,4.133258,+40.3176E-03NADC,294,294
0.7019639015197754,4.133153,+40.3169E-03NADC,294,294
1.722362995147705,4.13304,+40.3160E-03NADC,294,294
2.7415807247161865,4.13299,+40.3156E-03NADC,294,294
3.362053394317627,4.132935,+40.3150E-03NADC,294,294
3.9819822311401367,4.132874,+40.3145E-03NADC,294,294
4.601773500442505,4.132816,+40.3140E-03NADC,294,294
5.2229323387146,4.13276,+40.3137E-03NADC,294,294
5.840521812438965,4.132705,+40.3131E-03NADC,294,294
6.46353816986084,4.132647,+40.3126E-03NADC,294,294
7.154312610626221,4.132595,+40.3120E-03NADC,294,294
7.781668424606323,4.132545,+40.3117E-03NADC,294,294
8.401794672012329,4.132499,+40.3112E-03NADC,294,294
9.003973484039307,4.132452,+40.3108E-03NADC,294,294
9.604388952255249,4.132403,+40.3104E-03NADC,294,294
