time [s],voltage [V],current [...],temperature_A [K],temperature_B [K]
0.0,1.375956,+11.73549E-03NADC,294,294
0.6083412170410156,1.37589,+11.73511E-03NADC,294,294
1.6290504932403564,1.375901,+11.73505E-03NADC,294,294
2.2290704250335693,1.375895,+11.73503E-03NADC,294,294
2.830205202102661,1.375881,+11.73490E-03NADC,294,294
3.4304661750793457,1.375875,+11.73478E-03NADC,294,294
4.030571937561035,1.375858,+11.73474E-03NADC,294,294
4.631689548492432,1.375855,+11.73471E-03NADC,294,294
5.231668710708618,1.375849,+11.73461E-03NADC,294,294
5.831883668899536,1.375846,+11.73457E-03NADC,294,294
6.4323015213012695,1.37584,+11.73451E-03NADC,294,294
7.032341718673706,1.375828,+11.73446E-03NADC,294,294
7.633753061294556,1.375826,+11.73441E-03NADC,294,294
8.233022928237915,1.375814,+11.73432E-03NADC,294,294
8.8337881565094,1.37582,+11.73429E-03NADC,294,294
9.43406081199646,1.375805,+11.73423E-03NADC,294,294
