time [s],voltage [V],current [...],temperature_A [K],temperature_B [K]
0.0,3.521915,+3.46051E-03NADC,294,294
0.8022944927215576,3.521095,+3.46068E-03NADC,294,294
1.821702003479004,3.520647,+3.46084E-03NADC,294,294
2.8427958488464355,3.520714,+3.46096E-03NADC,294,294
3.4430978298187256,3.520766,+3.46107E-03NADC,294,294
4.0623459815979,3.520798,+3.46076E-03NADC,294,294
4.6622114181518555,3.520842,+3.46090E-03NADC,294,294
5.261528015136719,3.52088,+3.46097E-03NADC,294,294
5.862498044967651,3.520909,+3.46101E-03NADC,294,294
6.46263575553894,3.52095,+3.46103E-03NADC,294,294
7.061905145645142,3.520976,+3.46106E-03NADC,294,294
7.661585569381714,3.521005,+3.46109E-03NADC,294,294
8.262056350708008,3.521002,+3.46108E-03NADC,294,294
8.861644268035889,3.521005,+3.46111E-03NADC,294,294
9.461749076843262,3.52104,+3.46114E-03NADC,294,294
