time [s],voltage [V],current [...],temperature_A [K],temperature_B [K]
0.0,3.529045,+0.348711E-03NADC,294,294
0.5950744152069092,3.529072,+0.348713E-03NADC,294,294
1.2755091190338135,3.52913,+0.348715E-03NADC,294,294
2.2960991859436035,3.529162,+0.348718E-03NADC,294,294
2.9160780906677246,3.529191,+0.348716E-03NADC,294,294
3.5358834266662598,3.52922,+0.348717E-03NADC,294,294
4.155203342437744,3.529246,+0.348718E-03NADC,294,294
4.775460720062256,3.529275,+0.348721E-03NADC,294,294
5.397006988525391,3.529307,+0.348725E-03NADC,294,294
6.016924858093262,3.52933,+0.348729E-03NADC,294,294
6.636251449584961,3.529359,+0.348734E-03NADC,294,294
7.257108449935913,3.529386,+0.348735E-03NADC,294,294
7.8772149085998535,3.529447,+0.348748E-03NADC,294,294
9.437543392181396,3.529473,+0.348749E-03NADC,294,294
