time [s],voltage [V],current [...],temperature_A [K],temperature_B [K]
0.0,4.422215,+42.8392E-03NADC,294,294
0.5818085670471191,4.422506,+42.8339E-03NADC,294,294
1.1818184852600098,4.422015,+42.8296E-03NADC,294,294
1.7825236320495605,4.421317,+42.8199E-03NADC,294,294
2.3824384212493896,4.420805,+42.8240E-03NADC,294,294
2.98210072517395,4.420889,+42.8257E-03NADC,294,294
3.5821404457092285,4.420904,+42.8259E-03NADC,294,294
4.181986331939697,4.420843,+42.8254E-03NADC,294,294
4.7825422286987305,4.420753,+42.8244E-03NADC,294,294
5.382314205169678,4.420683,+42.8243E-03NADC,294,294
5.982848644256592,4.420616,+42.8236E-03NADC,294,294
6.582275390625,4.420511,+42.8228E-03NADC,294,294
7.182231664657593,4.42041,+42.8217E-03NADC,294,294
7.783024787902832,4.420287,+42.8209E-03NADC,294,294
8.38261890411377,4.420186,+42.8198E-03NADC,294,294
8.983032703399658,4.420063,+42.8187E-03NADC,294,294
9.582712173461914,4.419933,+42.8178E-03NADC,294,294
