time [s],voltage [V],current [...],temperature_A [K],temperature_B [K]
0.0,4.461424,+0.0023E-06NADC,294,294
0.5975754261016846,4.461421,+0.0010E-06NADC,294,294
2.1379916667938232,4.461421,+0.0004E-06NADC,294,294
3.157886028289795,4.461418,+0.0002E-06NADC,294,294
3.758260488510132,4.461421,+0.0000E-06NADC,294,294
4.378841161727905,4.461421,+0.0007E-06NADC,294,294
4.999126672744751,4.461424,+0.0006E-06NADC,294,294
5.619143962860107,4.461424,-0.0006E-06NADC,294,294
6.259373188018799,4.461424,+0.0008E-06NADC,294,294
6.879599571228027,4.461427,+0.0001E-06NADC,294,294
7.479495525360107,4.461424,+0.0014E-06NADC,294,294
8.099003791809082,4.461421,+0.0060E-06NADC,294,294
8.719429731369019,4.461418,+0.0021E-06NADC,294,294
9.319383382797241,4.461427,-0.0462E-06NADC,294,294
9.940168619155884,4.461424,+0.0017E-06NADC,294,294
