time [s],voltage [V],current [...],temperature_A [K],temperature_B [K]
0.0,3.271872,+31.6390E-03NADC,294,294
0.8482344150543213,3.272881,+31.6331E-03NADC,294,294
1.8675737380981445,3.273751,+31.6415E-03NADC,294,294
2.467212200164795,3.275853,+31.6601E-03NADC,294,294
3.086717367172241,3.27583,+31.6595E-03NADC,294,294
3.70603084564209,3.275719,+31.6587E-03NADC,294,294
4.325173377990723,3.275629,+31.6572E-03NADC,294,294
4.964669227600098,3.275385,+31.6548E-03NADC,294,294
5.944187164306641,3.275146,+31.6526E-03NADC,294,294
6.563030481338501,3.274652,+31.6469E-03NADC,294,294
7.183509588241577,3.274399,+31.6450E-03NADC,294,294
7.802873373031616,3.27419,+31.6425E-03NADC,294,294
8.422558307647705,3.273983,+31.6414E-03NADC,294,294
9.041839838027954,3.273768,+31.6392E-03NADC,294,294
9.660523414611816,3.273724,+31.6379E-03NADC,294,294
