time [s],voltage [V],current [...],temperature_A [K],temperature_B [K]
0.0,3.462336,+0.342132E-03NADC,294,294
0.9164791107177734,3.462374,+0.342136E-03NADC,294,294
1.936133623123169,3.462429,+0.342141E-03NADC,294,294
2.9545319080352783,3.462455,+0.342143E-03NADC,294,294
3.553776502609253,3.462476,+0.342149E-03NADC,294,294
4.153690576553345,3.462508,+0.342149E-03NADC,294,294
4.7528252601623535,3.462534,+0.342151E-03NADC,294,294
5.353108167648315,3.462551,+0.342154E-03NADC,294,294
5.951859712600708,3.462575,+0.342156E-03NADC,294,294
6.551818370819092,3.462604,+0.342158E-03NADC,294,294
7.15097713470459,3.462615,+0.342162E-03NADC,294,294
7.7502827644348145,3.46265,+0.342162E-03NADC,294,294
8.34997820854187,3.462671,+0.342163E-03NADC,294,294
8.949001789093018,3.462688,+0.342167E-03NADC,294,294
9.549044847488403,3.462711,+0.342168E-03NADC,294,294
