time [s],voltage [V],current [...],temperature_A [K],temperature_B [K]
0.0,1.355441,+1.208908E-03NADC,294,294
0.6029868125915527,1.356525,+1.209604E-03NADC,294,294
1.624302625656128,1.356825,+1.209992E-03NADC,294,294
2.6452839374542236,1.357043,+1.210100E-03NADC,294,294
3.2442562580108643,1.35713,+1.210149E-03NADC,294,294
3.845963716506958,1.357168,+1.210167E-03NADC,294,294
4.446258068084717,1.35715,+1.210165E-03NADC,294,294
5.046572923660278,1.357258,+1.210271E-03NADC,294,294
5.646671533584595,1.357337,+1.210318E-03NADC,294,294
6.247302532196045,1.357354,+1.210336E-03NADC,294,294
6.868022203445435,1.35736,+1.210350E-03NADC,294,294
7.4879584312438965,1.357412,+1.210388E-03NADC,294,294
8.109000444412231,1.357424,+1.210415E-03NADC,294,294
8.72969126701355,1.357473,+1.210517E-03NADC,294,294
9.348752737045288,1.357558,+1.210498E-03NADC,294,294
9.970067739486694,1.357563,+1.210526E-03NADC,294,294
