time [s],voltage [V],current [...],temperature_A [K],temperature_B [K]
0.0,1.379987,+0.0006E-06NADC,294,294
1.230670690536499,1.380001,-0.0034E-06NADC,294,294
2.2510502338409424,1.380016,+0.0013E-06NADC,294,294
3.2707607746124268,1.380025,-0.0001E-06NADC,294,294
4.291471004486084,1.38003,+0.0059E-06NADC,294,294
4.892440557479858,1.380036,+0.0051E-06NADC,294,294
5.492410182952881,1.380048,+0.0022E-06NADC,294,294
6.092637538909912,1.38006,-0.0055E-06NADC,294,294
6.692810535430908,1.380057,+0.0003E-06NADC,294,294
7.293252468109131,1.380074,-0.0014E-06NADC,294,294
7.892510890960693,1.38008,-0.0020E-06NADC,294,294
8.493216037750244,1.38008,-0.0037E-06NADC,294,294
9.093486070632935,1.380094,+0.0023E-06NADC,294,294
9.693798542022705,1.3801,-0.0014E-06NADC,294,294
